system:index,ET,Malla16k,Malla1k,Malla2k,Malla4k,Malla8k,Parcela_ID,Temp_C,latitude,longitude,precipitation,relative_humidity_2m_above_ground,wind,Fecha actual
000000000000000005b8,52.0,0,1,0,0,0,432689,21.0,-33.537478238497194,-70.91188563428987,0.0,42.0,1.0,25-05-2021
000000000000000005b9,,0,1,0,0,0,432690,20.0,-33.53972402670749,-70.90065669323839,0.0,42.0,1.0,25-05-2021
000000000000000005ba,60.0,0,1,0,0,0,432691,19.0,-33.53972402670749,-70.88942775218689,0.0,42.0,1.0,25-05-2021
000000000000000005bb,59.0,0,1,0,0,0,432692,19.0,-33.53972402670749,-70.88044459934571,0.0,42.0,1.0,25-05-2021
000000000000000005bc,72.0,0,1,0,0,0,432693,19.0,-33.53972402670749,-70.8692156582942,0.0,30.0,1.0,25-05-2021
000000000000000005bd,,0,1,0,0,0,432694,19.0,-33.53972402670749,-70.8579867172427,0.0,30.0,1.0,25-05-2021
000000000000000005be,,0,1,0,0,0,432695,20.0,-33.53972402670749,-70.84675777619121,0.0,30.0,1.0,25-05-2021
000000000000000005bf,,0,1,0,0,0,432696,22.0,-33.53972402670749,-70.83552883513973,0.0,30.0,1.0,25-05-2021
000000000000000005c0,,0,1,0,0,0,432697,22.0,-33.53972402670749,-70.82654568229853,0.0,30.0,1.0,25-05-2021
000000000000000005c1,,0,1,0,0,0,432698,23.0,-33.53972402670749,-70.81531674124703,0.0,30.0,1.0,25-05-2021
000000000000000005c2,,0,1,0,0,0,432699,22.0,-33.53972402670749,-70.80408780019553,0.0,30.0,1.0,25-05-2021
000000000000000005c3,,0,1,0,0,0,432700,22.0,-33.53972402670749,-70.79285885914405,0.0,30.0,1.0,25-05-2021
000000000000000005c4,,0,1,0,0,0,432701,23.0,-33.53972402670749,-70.78162991809255,0.0,30.0,1.0,25-05-2021
000000000000000005c5,,0,1,0,0,0,432702,22.0,-33.53972402670749,-70.77264676525134,0.0,30.0,1.0,25-05-2021
000000000000000005c6,,0,1,0,0,0,432703,23.0,-33.53972402670749,-70.76141782419988,0.0,30.0,1.0,25-05-2021
000000000000000005c7,,0,1,0,0,0,432704,23.0,-33.53972402670749,-70.75018888314837,0.0,30.0,1.0,25-05-2021
000000000000000005c8,33.0,0,1,0,0,0,432705,22.0,-33.541969814917785,-70.73895994209687,0.0,30.0,1.0,25-05-2021
000000000000000005c9,33.0,0,1,0,0,0,432706,22.0,-33.541969814917785,-70.72773100104538,0.0,30.0,1.0,25-05-2021
000000000000000005ca,32.0,0,1,0,0,0,432707,23.0,-33.541969814917785,-70.71874784820419,0.0,30.0,1.0,25-05-2021
000000000000000005cb,,0,1,0,0,0,432708,23.0,-33.541969814917785,-70.70751890715269,0.0,30.0,1.0,25-05-2021
000000000000000005cc,,0,1,0,0,0,432709,24.0,-33.541969814917785,-70.69628996610119,3.0,30.0,1.0,25-05-2021
000000000000000005cd,,0,1,0,0,0,432710,24.0,-33.541969814917785,-70.6850610250497,3.0,30.0,1.0,25-05-2021
000000000000000005ce,,0,1,0,0,0,432711,23.0,-33.541969814917785,-70.6738320839982,3.0,30.0,1.0,25-05-2021
000000000000000005cf,,0,1,0,0,0,432712,23.0,-33.541969814917785,-70.66484893115701,3.0,30.0,1.0,25-05-2021
000000000000000005d0,,0,1,0,0,0,432713,23.0,-33.541969814917785,-70.65361999010551,3.0,30.0,1.0,25-05-2021
000000000000000005d1,,0,1,0,0,0,432714,24.0,-33.541969814917785,-70.64239104905403,0.0,30.0,1.0,25-05-2021
000000000000000005d2,,0,1,0,0,0,432715,24.0,-33.541969814917785,-70.63116210800253,0.0,30.0,1.0,25-05-2021
000000000000000005d4,104.0,0,1,0,0,0,432832,19.0,-33.526249297445695,-71.10502342037557,0.0,42.0,1.0,25-05-2021
000000000000000005d6,,0,1,0,0,0,432834,20.0,-33.526249297445695,-71.08256553827259,0.0,42.0,1.0,25-05-2021
000000000000000005d8,,0,1,0,0,0,432836,20.0,-33.526249297445695,-71.06235344437991,0.0,42.0,1.0,25-05-2021
000000000000000005da,80.0,0,1,0,0,0,432838,21.0,-33.52849508565599,-71.03989556227691,0.0,42.0,1.0,25-05-2021
000000000000000005dc,64.0,0,1,0,0,0,432840,20.0,-33.52849508565599,-71.01968346838424,0.0,42.0,1.0,25-05-2021
000000000000000005de,,0,1,0,0,0,432842,23.0,-33.52849508565599,-70.99722558628123,0.0,42.0,1.0,25-05-2021
000000000000000005e0,,0,1,0,0,0,432844,24.0,-33.52849508565599,-70.97701349238855,0.0,42.0,1.0,25-05-2021
000000000000000005e2,51.0,0,1,0,0,0,432846,23.0,-33.52849508565599,-70.95455561028555,0.0,42.0,1.0,25-05-2021
000000000000000005e4,,0,1,0,0,0,432848,20.0,-33.52849508565599,-70.93209772818257,0.0,42.0,1.0,25-05-2021
000000000000000005e6,,0,1,0,0,0,432850,19.0,-33.52849508565599,-70.91188563428987,0.0,42.0,1.0,25-05-2021
000000000000000005e8,43.0,0,1,0,0,0,432852,18.0,-33.53074087386629,-70.88942775218689,0.0,42.0,1.0,25-05-2021
000000000000000005ea,,0,1,0,0,0,432854,20.0,-33.53074087386629,-70.8692156582942,0.0,30.0,1.0,25-05-2021
000000000000000005ec,,0,1,0,0,0,432856,25.0,-33.53074087386629,-70.84675777619121,0.0,30.0,1.0,25-05-2021
000000000000000005ee,,0,1,0,0,0,432858,23.0,-33.53074087386629,-70.82429989408823,0.0,30.0,1.0,25-05-2021
000000000000000005f0,,0,1,0,0,0,432860,22.0,-33.53074087386629,-70.80408780019553,0.0,30.0,1.0,25-05-2021
000000000000000005f2,,0,1,0,0,0,432862,22.0,-33.53074087386629,-70.78162991809255,0.0,30.0,1.0,25-05-2021
000000000000000005f4,,0,1,0,0,0,432864,23.0,-33.53074087386629,-70.76141782419988,0.0,30.0,1.0,25-05-2021
000000000000000005f6,,0,1,0,0,0,432866,23.0,-33.53298666207659,-70.73895994209687,0.0,30.0,1.0,25-05-2021
000000000000000005f8,,0,1,0,0,0,432868,24.0,-33.53298666207659,-70.71874784820419,0.0,30.0,1.0,25-05-2021
000000000000000005fa,,0,1,0,0,0,432870,24.0,-33.53298666207659,-70.69628996610119,3.0,30.0,1.0,25-05-2021
000000000000000005fc,,0,1,0,0,0,432872,23.0,-33.53298666207659,-70.6738320839982,3.0,30.0,1.0,25-05-2021
000000000000000005fe,,0,1,0,0,0,432874,23.0,-33.53298666207659,-70.65361999010551,3.0,30.0,1.0,25-05-2021
00000000000000000600,,0,1,0,0,0,432876,23.0,-33.53298666207659,-70.63116210800253,0.0,30.0,1.0,25-05-2021
00000000000000000601,,0,1,0,0,0,432993,20.0,-33.5172661446045,-71.11625236142706,0.0,42.0,1.0,25-05-2021
00000000000000000602,,0,1,0,0,0,432994,20.0,-33.5172661446045,-71.10502342037557,0.0,42.0,1.0,25-05-2021
00000000000000000603,,0,1,0,0,0,432995,20.0,-33.5172661446045,-71.09379447932409,0.0,42.0,1.0,25-05-2021
00000000000000000604,,0,1,0,0,0,432996,20.0,-33.5172661446045,-71.08256553827259,0.0,42.0,1.0,25-05-2021
00000000000000000605,,0,1,0,0,0,432997,21.0,-33.5172661446045,-71.07358238543141,0.0,42.0,1.0,25-05-2021
00000000000000000606,,0,1,0,0,0,432998,21.0,-33.5172661446045,-71.06235344437991,0.0,42.0,1.0,25-05-2021
00000000000000000607,75.0,0,1,0,0,0,432999,21.0,-33.5172661446045,-71.05112450332841,0.0,42.0,1.0,25-05-2021
00000000000000000608,,0,1,0,0,0,433000,21.0,-33.5172661446045,-71.03989556227691,0.0,42.0,1.0,25-05-2021
00000000000000000609,65.0,0,1,0,0,0,433001,21.0,-33.5195119328148,-71.0286666212254,0.0,42.0,1.0,25-05-2021
0000000000000000060a,,0,1,0,0,0,433002,21.0,-33.5195119328148,-71.01968346838424,0.0,42.0,1.0,25-05-2021
0000000000000000060b,,0,1,0,0,0,433003,23.0,-33.5195119328148,-71.00845452733273,0.0,42.0,1.0,25-05-2021
0000000000000000060c,,0,1,0,0,0,433004,24.0,-33.5195119328148,-70.99722558628123,0.0,42.0,1.0,25-05-2021
0000000000000000060d,,0,1,0,0,0,433005,23.0,-33.5195119328148,-70.98599664522975,0.0,42.0,1.0,25-05-2021
0000000000000000060e,64.0,0,1,0,0,0,433006,23.0,-33.5195119328148,-70.97476770417825,0.0,42.0,1.0,25-05-2021
0000000000000000060f,62.0,0,1,0,0,0,433007,22.0,-33.5195119328148,-70.96578455133705,0.0,42.0,1.0,25-05-2021
00000000000000000610,,0,1,0,0,0,433008,19.0,-33.5195119328148,-70.95455561028555,0.0,42.0,1.0,25-05-2021
00000000000000000611,,0,1,0,0,0,433009,19.0,-33.5195119328148,-70.94332666923407,0.0,42.0,1.0,25-05-2021
00000000000000000612,,0,1,0,0,0,433010,18.0,-33.5195119328148,-70.93209772818257,0.0,42.0,1.0,25-05-2021
00000000000000000613,,0,1,0,0,0,433011,18.0,-33.5195119328148,-70.92086878713106,0.0,42.0,1.0,25-05-2021
00000000000000000614,45.0,0,1,0,0,0,433012,18.0,-33.5195119328148,-70.91188563428987,0.0,42.0,1.0,25-05-2021
00000000000000000615,45.0,0,1,0,0,0,433013,18.0,-33.5195119328148,-70.90065669323839,0.0,42.0,1.0,25-05-2021
00000000000000000616,43.0,0,1,0,0,0,433014,19.0,-33.5217577210251,-70.88942775218689,0.0,42.0,1.0,25-05-2021
00000000000000000617,40.0,0,1,0,0,0,433015,22.0,-33.5217577210251,-70.8781988111354,0.0,42.0,1.0,25-05-2021
00000000000000000618,,0,1,0,0,0,433016,25.0,-33.5217577210251,-70.8692156582942,0.0,30.0,1.0,25-05-2021
00000000000000000619,38.0,0,1,0,0,0,433017,26.0,-33.5217577210251,-70.8579867172427,0.0,30.0,1.0,25-05-2021
0000000000000000061a,,0,1,0,0,0,433018,26.0,-33.5217577210251,-70.84675777619121,0.0,30.0,1.0,25-05-2021
0000000000000000061b,58.0,0,1,0,0,0,433019,25.0,-33.5217577210251,-70.83552883513973,0.0,30.0,1.0,25-05-2021
0000000000000000061c,36.0,0,1,0,0,0,433020,23.0,-33.5217577210251,-70.82429989408823,0.0,30.0,1.0,25-05-2021
0000000000000000061d,,0,1,0,0,0,433021,22.0,-33.5217577210251,-70.81531674124703,0.0,30.0,1.0,25-05-2021
0000000000000000061e,,0,1,0,0,0,433022,22.0,-33.5217577210251,-70.80408780019553,0.0,30.0,1.0,25-05-2021
0000000000000000061f,,0,1,0,0,0,433023,22.0,-33.5217577210251,-70.79285885914405,0.0,30.0,1.0,25-05-2021
00000000000000000620,,0,1,0,0,0,433024,22.0,-33.5217577210251,-70.78162991809255,0.0,30.0,1.0,25-05-2021
00000000000000000621,,0,1,0,0,0,433025,22.0,-33.5217577210251,-70.77040097704105,0.0,30.0,1.0,25-05-2021
00000000000000000622,,0,1,0,0,0,433026,22.0,-33.5217577210251,-70.76141782419988,0.0,30.0,1.0,25-05-2021
00000000000000000623,,0,1,0,0,0,433027,23.0,-33.5217577210251,-70.75018888314837,0.0,30.0,1.0,25-05-2021
00000000000000000624,,0,1,0,0,0,433028,24.0,-33.52400350923539,-70.73895994209687,0.0,30.0,1.0,25-05-2021
00000000000000000625,,0,1,0,0,0,433029,24.0,-33.52400350923539,-70.72773100104538,0.0,30.0,1.0,25-05-2021
00000000000000000626,,0,1,0,0,0,433030,24.0,-33.52400350923539,-70.71650205999389,0.0,30.0,1.0,25-05-2021
00000000000000000627,,0,1,0,0,0,433031,24.0,-33.52400350923539,-70.70751890715269,0.0,30.0,1.0,25-05-2021
00000000000000000628,,0,1,0,0,0,433032,24.0,-33.52400350923539,-70.69628996610119,3.0,30.0,1.0,25-05-2021
00000000000000000629,,0,1,0,0,0,433033,23.0,-33.52400350923539,-70.6850610250497,3.0,30.0,1.0,25-05-2021
0000000000000000062a,,0,1,0,0,0,433034,23.0,-33.52400350923539,-70.6738320839982,3.0,30.0,1.0,25-05-2021
0000000000000000062b,,0,1,0,0,0,433035,23.0,-33.52400350923539,-70.66260314294671,3.0,30.0,1.0,25-05-2021
0000000000000000062c,,0,1,0,0,0,433036,23.0,-33.52400350923539,-70.65361999010551,3.0,30.0,1.0,25-05-2021
0000000000000000062d,,0,1,0,0,0,433037,24.0,-33.52400350923539,-70.64239104905403,0.0,30.0,1.0,25-05-2021
0000000000000000062e,,0,1,0,0,0,433038,23.0,-33.52400350923539,-70.63116210800253,0.0,30.0,1.0,25-05-2021
00000000000000000630,,0,1,0,0,0,433159,20.0,-33.5082829917633,-71.10502342037557,0.0,42.0,1.0,25-05-2021
00000000000000000632,,0,1,0,0,0,433161,20.0,-33.5082829917633,-71.08256553827259,0.0,42.0,1.0,25-05-2021
00000000000000000634,,0,1,0,0,0,433163,21.0,-33.5082829917633,-71.06235344437991,0.0,42.0,1.0,25-05-2021
00000000000000000636,,0,1,0,0,0,433165,21.0,-33.5082829917633,-71.03989556227691,0.0,42.0,1.0,25-05-2021
00000000000000000638,,0,1,0,0,0,433167,23.0,-33.510528779973605,-71.01968346838424,0.0,42.0,1.0,25-05-2021
0000000000000000063a,104.0,0,1,0,0,0,433169,23.0,-33.510528779973605,-70.99722558628123,0.0,42.0,1.0,25-05-2021
0000000000000000063c,,0,1,0,0,0,433171,20.0,-33.510528779973605,-70.97476770417825,0.0,42.0,1.0,25-05-2021
0000000000000000063e,,0,1,0,0,0,433173,18.0,-33.510528779973605,-70.95455561028555,0.0,42.0,1.0,25-05-2021
00000000000000000640,,0,1,0,0,0,433175,18.0,-33.510528779973605,-70.93209772818257,0.0,42.0,1.0,25-05-2021
00000000000000000642,,0,1,0,0,0,433177,18.0,-33.510528779973605,-70.91188563428987,0.0,42.0,1.0,25-05-2021
00000000000000000644,43.0,0,1,0,0,0,433179,23.0,-33.5127745681839,-70.88942775218689,0.0,42.0,1.0,25-05-2021
00000000000000000646,39.0,0,1,0,0,0,433181,26.0,-33.5127745681839,-70.8669698700839,0.0,30.0,1.0,25-05-2021
00000000000000000648,,0,1,0,0,0,433183,25.0,-33.5127745681839,-70.84675777619121,0.0,30.0,1.0,25-05-2021
0000000000000000064a,,0,1,0,0,0,433185,24.0,-33.5127745681839,-70.82429989408823,0.0,30.0,1.0,25-05-2021
0000000000000000064c,35.0,0,1,0,0,0,433187,22.0,-33.5127745681839,-70.80408780019553,0.0,30.0,1.0,25-05-2021
0000000000000000064e,,0,1,0,0,0,433189,22.0,-33.5127745681839,-70.78162991809255,0.0,30.0,1.0,25-05-2021
00000000000000000650,,0,1,0,0,0,433191,22.0,-33.5127745681839,-70.76141782419988,0.0,30.0,1.0,25-05-2021
00000000000000000652,,0,1,0,0,0,433193,23.0,-33.5150203563942,-70.73895994209687,0.0,30.0,1.0,25-05-2021
00000000000000000654,,0,1,0,0,0,433195,24.0,-33.5150203563942,-70.71650205999389,0.0,30.0,1.0,25-05-2021
00000000000000000656,,0,1,0,0,0,433197,23.0,-33.5150203563942,-70.69628996610119,3.0,30.0,1.0,25-05-2021
00000000000000000658,,0,1,0,0,0,433199,24.0,-33.5150203563942,-70.6738320839982,3.0,30.0,1.0,25-05-2021
0000000000000000065a,,0,1,0,0,0,433201,23.0,-33.5150203563942,-70.65361999010551,3.0,30.0,1.0,25-05-2021
0000000000000000065c,,0,1,0,0,0,433203,24.0,-33.5150203563942,-70.63116210800253,0.0,30.0,1.0,25-05-2021
0000000000000000065d,143.0,0,1,0,0,0,433324,20.0,-33.499299838922106,-71.11625236142706,0.0,42.0,1.0,25-05-2021
0000000000000000065e,113.0,0,1,0,0,0,433325,19.0,-33.499299838922106,-71.10502342037557,0.0,42.0,1.0,25-05-2021
0000000000000000065f,,0,1,0,0,0,433326,19.0,-33.499299838922106,-71.09379447932409,0.0,42.0,1.0,25-05-2021
00000000000000000660,86.0,0,1,0,0,0,433327,20.0,-33.499299838922106,-71.08256553827259,0.0,42.0,1.0,25-05-2021
00000000000000000661,,0,1,0,0,0,433328,20.0,-33.499299838922106,-71.07133659722109,0.0,42.0,1.0,25-05-2021
00000000000000000662,,0,1,0,0,0,433329,20.0,-33.499299838922106,-71.06235344437991,0.0,42.0,1.0,25-05-2021
00000000000000000663,,0,1,0,0,0,433330,21.0,-33.499299838922106,-71.05112450332841,0.0,42.0,1.0,25-05-2021
00000000000000000664,88.0,0,1,0,0,0,433331,22.0,-33.499299838922106,-71.03989556227691,0.0,42.0,1.0,25-05-2021
00000000000000000665,,0,1,0,0,0,433332,22.0,-33.50154562713241,-71.0286666212254,0.0,42.0,1.0,25-05-2021
00000000000000000666,,0,1,0,0,0,433333,22.0,-33.50154562713241,-71.01743768017394,0.0,42.0,1.0,25-05-2021
00000000000000000667,,0,1,0,0,0,433334,23.0,-33.50154562713241,-71.00845452733273,0.0,42.0,1.0,25-05-2021
00000000000000000668,,0,1,0,0,0,433335,23.0,-33.50154562713241,-70.99722558628123,0.0,42.0,1.0,25-05-2021
00000000000000000669,92.0,0,1,0,0,0,433336,21.0,-33.50154562713241,-70.98599664522975,0.0,42.0,1.0,25-05-2021
0000000000000000066a,,0,1,0,0,0,433337,20.0,-33.50154562713241,-70.97476770417825,0.0,42.0,1.0,25-05-2021
0000000000000000066b,,0,1,0,0,0,433338,20.0,-33.50154562713241,-70.96353876312675,0.0,42.0,1.0,25-05-2021
0000000000000000066c,,0,1,0,0,0,433339,20.0,-33.50154562713241,-70.95455561028555,0.0,42.0,1.0,25-05-2021
0000000000000000066d,,0,1,0,0,0,433340,20.0,-33.50154562713241,-70.94332666923407,0.0,42.0,1.0,25-05-2021
0000000000000000066e,,0,1,0,0,0,433341,20.0,-33.50154562713241,-70.93209772818257,0.0,42.0,1.0,25-05-2021
0000000000000000066f,,0,1,0,0,0,433342,20.0,-33.50154562713241,-70.92086878713106,0.0,42.0,1.0,25-05-2021
00000000000000000670,,0,1,0,0,0,433343,22.0,-33.50154562713241,-70.91188563428987,0.0,42.0,1.0,25-05-2021
00000000000000000671,45.0,0,1,0,0,0,433344,23.0,-33.50154562713241,-70.90065669323839,0.0,42.0,1.0,25-05-2021
00000000000000000672,,0,1,0,0,0,433345,25.0,-33.503791415342704,-70.88942775218689,0.0,42.0,1.0,25-05-2021
00000000000000000673,,0,1,0,0,0,433346,26.0,-33.503791415342704,-70.8781988111354,0.0,42.0,1.0,25-05-2021
00000000000000000674,43.0,0,1,0,0,0,433347,26.0,-33.503791415342704,-70.8669698700839,0.0,30.0,1.0,25-05-2021
00000000000000000675,76.0,0,1,0,0,0,433348,25.0,-33.503791415342704,-70.8579867172427,0.0,30.0,1.0,25-05-2021
00000000000000000676,41.0,0,1,0,0,0,433349,24.0,-33.503791415342704,-70.84675777619121,0.0,30.0,1.0,25-05-2021
00000000000000000677,50.0,0,1,0,0,0,433350,24.0,-33.503791415342704,-70.83552883513973,0.0,30.0,1.0,25-05-2021
00000000000000000678,36.0,0,1,0,0,0,433351,22.0,-33.503791415342704,-70.82429989408823,0.0,30.0,1.0,25-05-2021
